weight_class,winner,loser,method,round,time,notes,fight_card,event_name,unnamed:_7_level_1
Lightweight 77 kg,Ahmed Faez Anuar,Ryuichi Yamashita,Submission (Triangle Choke),1,4:55,,Main card,ONE Warrior Series 8,
Lightweight 77 kg,Sean Rush,Koki Shimokawa,TKO (3 Knockdown Rule),2,2:11,Kickboxing,Main card,ONE Warrior Series 8,
Atomweight 52 kg,Yuko Suzuki,Edilah Johany,Submission (Armbar),1,2:12,,Main card,ONE Warrior Series 8,
Catchweight 74 kg,Hiroyasu Sakurai,Naoki Shimamura,Decision (Split),3,5:00,,Main card,ONE Warrior Series 8,
Catchweight 55 kg,Shoa Arii,Lehe,TKO (Referee Stoppage),3,1:54,,Main card,ONE Warrior Series 8,
Strawweight 57 kg,Kanta Motoyama,Cep Holik,Decision (Unanimous),3,5:00,Kickboxing,Main card,ONE Warrior Series 8,
Atomweight 52 kg,Angela Lee (c),Xiong Jingnan,Submission (Rear-Naked Choke),5,4:48,For the ONE Women's Atomweight Championship,Main card,ONE Championship: Century,
Flyweight 61 kg,Demetrious Johnson,Danny Kingad,Decision (Unanimous),3,5:00,Flyweight Grand-Prix Final,Main card,ONE Championship: Century,
Atomweight 52 kg,Janet Todd,Ekaterina Vandaryeva,KO (Head Kick),2,2:20,Muay Thai,Main card,ONE Championship: Century,
Lightweight 77 kg,Christian Lee,Saygid Guseyn Arslanaliev,Decision (Unanimous),3,5:00,Lightweight Grand-Prix Final,Main card,ONE Championship: Century,
Flyweight 61 kg,Yuya Wakamatsu,Dae Hwan Kim,Decision (Unanimous),3,5:00,,Preliminary Card,ONE Championship: Century,
Strawweight 57 kg,Sam-A Gaiyanghadao,Darren Rolland,KO (Punches),2,1:20,Muay Thai,Preliminary Card,ONE Championship: Century,
Welterweight 84 kg,Yushin Okami,Agilan Thani,Decision (Split),3,5:00,,Preliminary Card,ONE Championship: Century,
Atomweight 52 kg,Itsuki Hirata,Rika Ishige,Submission (Armbar),2,4:41,,Preliminary Card,ONE Championship: Century,
Strawweight 57 kg,Lito Adiwang,Senzo Ikeda,TKO (Arm Injury),1,1:57,,Preliminary Card,ONE Championship: Century,
Featherweight 70 kg,Yoon Chang Min,Phoe Thaw,Submission (Rear-Naked Choke),1,3:17,,Preliminary Card,ONE Championship: Century,
Catchweight 68 kg,Kwon Won Il,Sunoto Peringkat,TKO (Punches),1,1:43,,Preliminary Card,ONE Championship: Century,
Welterweight 84 kg,Kiamrian Abbasov,Zebaztian Kadestam (c),Decision (Unanimous),5,5:00,For the ONE Welterweight Championship,Main card,ONE Championship: Dawn Of Valor,
Lightweight 77 kg,Regian Eersel (c),Nieky Holzken,Decision (Unanimous),5,3:00,For the ONE Kickboxing Lightweight Championship,Main card,ONE Championship: Dawn Of Valor,
Atomweight 52 kg,Priscilla Gaol,Bozhena Antoniyar,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Dawn Of Valor,
Strawweight 57 kg,Wang Junguang,Federico Roma,TKO (Punches),1,2:59,Kickboxing,Main card,ONE Championship: Dawn Of Valor,
Bantamweight 66 kg,John Lineker,Muin Gafurov,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Dawn Of Valor,
Bantamweight 66 kg,Mark Abelardo,Ayideng Jumayi,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Dawn Of Valor,
Flyweight 61 kg,Eko Roni Saputra,Kaji Ebin,TKO (Shoulder Injury),1,0:19,,Main card,ONE Championship: Dawn Of Valor,
Strawweight 57 kg,Stefer Rahardian,Adrian Mattheis,Decision (Unanimous),3,5:00,,Preliminary Card,ONE Championship: Dawn Of Valor,
Lightweight 77 kg,Pieter Buist,Antonio Caruso,Decision (Unanimous),3,5:00,,Preliminary Card,ONE Championship: Dawn Of Valor,
Flyweight 61 kg,Abro Fernandes,Rudy Agustian,Decision (Unanimous),3,5:00,,Preliminary Card,ONE Championship: Dawn Of Valor,
Lightweight 77 kg,Kazuki Tokudome,Johnny Nunez,Decision (Unanimous),3,5:00,,Preliminary Card,ONE Championship: Dawn Of Valor,
Strawweight 57 kg,Elipitua Siregar,Egi Rozten,Submission (Rear-Naked Choke),1,2:00,,Preliminary Card,ONE Championship: Dawn Of Valor,
Flyweight 61 kg,Taiki Naito,Alexi Serepisos,TKO (Punches),3,2:45,Muay Thai,Preliminary Card,ONE Championship: Dawn Of Valor,
Strawweight 57 kg,Adi Paryanto,Angelo Bimoadji,TKO (Knees),1,1:04,,Preliminary Card,ONE Championship: Dawn Of Valor,
Strawweight 57 kg,Ze Lang Zha Xi,Li Zhe,Submission (Guillotine Choke),1,4:14,,Main card,ONE Hero Series October,
Lightweight 77 kg,Bo Fu Fan,Zhao Jun Chen,KO (Punch),2,1:22,Kickboxing,Main card,ONE Hero Series October,
Lightweight 77 kg,Aziz Pahrudino,Kharun Atlangariev,Submission (Triangle Choke),1,1:11,,Main card,ONE Hero Series October,
Flyweight 61 kg,Bu Huo You Ga,Fan Jia Le,Decision (Unanimous),3,5:00,,Main card,ONE Hero Series October,
Flyweight 61 kg,Zhao Zhan Shi,Yang Hua,Decision (Split),3,5:00,Kickboxing,Main card,ONE Hero Series October,
Lightweight 77 kg,Anthony Njokuani,Elliot Compton,Decision (Unanimous),3,5:00,Muay Thai,Main card,ONE Hero Series October,
Lightweight 77 kg,Yuan yi,Chang Shuai,Submission (Triangle Armbar),1,1:38,,Main card,ONE Hero Series October,
Strawweight 57 kg,Li Hong Lin,Cai Xiong Xiong,Submission (Rear Naked Choke),2,2:22,,Main card,ONE Hero Series October,
Featherweight 70 kg,Lu Rui Lei,Shang Xi Feng,Decision (Unanimous),3,5:00,Kickboxing,Main card,ONE Hero Series October,
Bantamweight 66 kg,Liu Meng Yu,Xu Yan Wei,Decision (Unanimous),3,5:00,,Main card,ONE Hero Series October,
Strawweight 57 kg,Wang Jian Hong,Sha Nidu,Submission (D'arce Choke),2,1:48,,Main card,ONE Hero Series October,
Strawweight 57 kg,Joshua Pacio (c),Rene Catalan,Submission (Arm-Triangle Choke),2,2:29,For the ONE Strawweight Championship,Main card,ONE Championship: Masters Of Fate,
Lightweight 77 kg,Eduard Folayang,Amarsanaa Tsogookhuu,Decision (Technical),2,2:31,The fight was stopped prematurely due to a cut by an unintentional head butt by Tsogookhuu.,Main card,ONE Championship: Masters Of Fate,
Bantamweight 66 kg,Sangmanee Sor Tienpo,Azize Hlali,Decision (Unanimous),3,3:00,Muay Thai,Main card,ONE Championship: Masters Of Fate,
Flyweight 61 kg,Geje Eustaquio,Toni Tauru,KO (Spinning Back Kick),3,2:11,,Main card,ONE Championship: Masters Of Fate,
W.Atomweight 52 kg,Stamp Fairtex,Bi Nguyen,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Masters Of Fate,
Bantamweight 66 kg,Li Kai Wen,Paul Lumihi,KO (Punches),1,2:39,,Main card,ONE Championship: Masters Of Fate,
Strawweight 57 kg,Yoshitaka Naito,Pongsiri Mitsatit,Decision (Unanimous),3,5:00,,Preliminary Card,ONE Championship: Masters Of Fate,
Bantamweight 66 kg,Kongsak PK. Saenchaimuaythaigym,Han Zi Hao,Decision (Unanimous),3,3:00,Muay Thai,Preliminary Card,ONE Championship: Masters Of Fate,
Strawweight 57 kg,Robin Catalan,Gustavo Balart,KO (Head Kick),2,4:43,,Preliminary Card,ONE Championship: Masters Of Fate,
Bantamweight 66 kg,Tukkatatong Petpayathai,Hiroaki Suzuki,Decision (Split),3,3:00,Muay Thai,Preliminary Card,ONE Championship: Masters Of Fate,
Featherweight 70 kg,Jae Woong Kim,Rafael Nunes,TKO (Body Punch and Knees),3,0:38,,Preliminary Card,ONE Championship: Masters Of Fate,
Flyweight 61 kg,Kim Kyu Sung,Akihiro Fujisawa,KO (Punches),1,1:08,,Preliminary Card,ONE Championship: Masters Of Fate,
Flyweight 61 kg,Roshan Mainam,Khon Sichan,Submission (Americana),1,3:22,,Preliminary Card,ONE Championship: Masters Of Fate,
Flyweight 61 kg,Ilias Ennahachi (c),Wang Wenfeng,Decision (Split Criteria),5,3:00,For the ONE Kickboxing Flyweight Championship,Main card,ONE Championship: Age Of Dragons,
Light Heavyweight 102 kg,Roman Kryklia,Tarik Khbabez,TKO (Punches),2,0:43,For the inaugural ONE Kickboxing Light Heavyweight Championship,Main card,ONE Championship: Age Of Dragons,
Catchweight 73 kg,Jamal Yusupov,Yodsanklai Fairtex,KO (Punches),2,0:39,Muay Thai,Main card,ONE Championship: Age Of Dragons,
W.Atomweight 52 kg,Meng Bo,Laura Balin,KO (Punches),1,2:18,,Main card,ONE Championship: Age Of Dragons,
W.Atomweight 52 kg,Ritu Phogat,Nam-Hee Kim,TKO (Punches),1,3:37,,Main card,ONE Championship: Age Of Dragons,
Strawweight 57 kg,Jeremy Miado,Miao Li Tao,KO (Flying Knee),1,3:01,,Main card,ONE Championship: Age Of Dragons,
W.Featherweight 70 kg,Christina Breuer,Jorina Baars,Decision (Split Criteria),3,3:00,Kickboxing,Preliminary Card,ONE Championship: Age Of Dragons,
Featherweight 70 kg,Tang Kai,Edward Kelly,Decision (Unanimous),3,5:00,,Preliminary Card,ONE Championship: Age Of Dragons,
Bantamweight 66 kg,Yusup Saadulaev,Daichi Takenaka,Decision (Split),3,5:00,,Preliminary Card,ONE Championship: Age Of Dragons,
Catchweight 73 kg,Enriko Kehl,Armen Petrosyan,TKO (Retirement),2,1:55,Kickboxing,Preliminary Card,ONE Championship: Age Of Dragons,
Strawweight 57 kg,Hexigetu,Ramon Gonzales,Decision (Unanimous),3,5:00,,Preliminary Card,ONE Championship: Age Of Dragons,
Bantamweight 66 kg,Fu Qing Nan,Xie Yu Hang,Decision (Unanimous),3,5:00,Kickboxing,Main card,ONE Hero Series November,
Flyweight 61 kg,Hu Yong,Wang Zhen,Decision (Unanimous),3,5:00,,Main card,ONE Hero Series November,
Featherweight 70 kg,Luo Chao,Liu Gui Cheng,TKO (3 knockdowns),1,,Kickboxing,Main card,ONE Hero Series November,
Catchweight 63 kg,Zhang Tao,Zhao Bo Shi,Decision (Unanimous),3,5:00,Kickboxing,Main card,ONE Hero Series November,
Catchweight 62.6 kg,Yang Fu Chong,Gui Yan Zhao,KO (Body Knee),2,2:10,,Main card,ONE Hero Series November,
Flyweight 61 kg,Mo Yong Hui,Wang Jia Le,Decision (Unanimous),3,5:00,Muay Thai,Main card,ONE Hero Series November,
Catchweight 72 kg,Yi De Ri Gun,Wang Shi Qi,TKO (Punches),3,2:27,,Main card,ONE Hero Series November,
Catchweight 58 kg,Yan Zhi Yuan,A Xi Shi Ga,Submission (Rear Naked Choke),3,5:00,,Main card,ONE Hero Series November,
Strawweight 57 kg,Wei Zi Qin,Liu Yao Hong,"TKO (Doctor Stoppage, cut)",3,4:17,Muay Thai,Main card,ONE Hero Series November,
Flyweight 61 kg,Wang Hu,Li Hong Jiang,Decision (Unanimous),3,5:00,,Main card,ONE Hero Series November,
Strawweight 57 kg,Bian Ye,Yang Ying Giang,Decision (Unanimous),3,5:00,,Main card,ONE Hero Series November,
Bantamweight 66 kg,Nong-O Gaiyanghadao (c),Saemapetch Fairtex,KO (Punch),4,1:46,For the ONE Muay Thai Bantamweight Championship,Main card,ONE Championship: Edge Of Greatness,
Lightweight 77 kg,Amir Khan,Ev Ting,Decision (Split),3,5:00,,Main card,ONE Championship: Edge Of Greatness,
Catchweight 68.5 kg,Troy Worthen,Chen Lei,TKO (Punches),2,4:56,,Main card,ONE Championship: Edge Of Greatness,
Catchweight 80 kg,Rahul Raju,Furkan Cheema,Submission (Rear-Naked Choke),2,3:00,,Main card,ONE Championship: Edge Of Greatness,
Strawweight 57 kg,Dejdamrong Sor Amnuaysirichoke,Muhammad Imran,TKO (Knees and Punches),3,1:21,,Main card,ONE Championship: Edge Of Greatness,
W.Flyweight 61 kg,Colbey Northcutt,Putri Padmi,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Edge Of Greatness,
Strawweight 57 kg,Alex Silva,Peng Xue Wen,Submission (Armbar),2,4:45,,Main card,ONE Championship: Edge Of Greatness,
Featherweight 70 kg,Phetmorakot Petchyindee Academy,Charlie Peters,KO (Knee to the Body),2,1:48,Muay Thai,Preliminary Card,ONE Championship: Edge Of Greatness,
Flyweight 61 kg,Nguyễn Trần Duy Nhất,Yuta Watanabe,KO (Head Kick),2,0:30,Muay Thai,Preliminary Card,ONE Championship: Edge Of Greatness,
Bantamweight 66 kg,Shuya Kamikubo,Bruno Pucci,Decision (Unanimous),5,3:00,,Preliminary Card,ONE Championship: Edge Of Greatness,
Featherweight 70 kg,Liam Nolan,Brown Pinas,Decision (Unanimous),3,3:00,Muay Thai,Preliminary Card,ONE Championship: Edge Of Greatness,
Flyweight 61 kg,Xie Wei,Rockie Bactol,TKO (Knee and Punches),1,0:46,,Main card,ONE Warrior Series 9,
Welterweight 84 kg,Carlos Prates,Joseph Luciano,Decision (Unanimous),3,5:00,,Main card,ONE Warrior Series 9,
Bantamweight 66 kg,Ali Motamed,Hikaru Yoshino,Decision (Split),3,5:00,,Main card,ONE Warrior Series 9,
Flyweight 61 kg,Joo-Hwan Kim,Saharat Khongsawat,TKO (Punches),2,1:20,,Main card,ONE Warrior Series 9,
W.Atomweight 52 kg,Ji-Yeon Seo,Rocel Catalan,TKO (Punches),1,1:21,,Main card,ONE Warrior Series 9,
Featherweight 70 kg,Ashraf Fauzi,Yung-Jun Kim,DQ (Illegal Spike),1,1:47,,Main card,ONE Warrior Series 9,
W.Atomweight 52 kg,Michele Ferreira,Nyrene Crowley,Submission (Armbar),1,2:21,,Main card,ONE Warrior Series 9,
Catchweight 98 kg,Ganbayar Tumurkhuyag,Vincent Majid,TKO (Knees and Punches),2,4:51,,Main card,ONE Warrior Series 9,
Flyweight 61 kg,Viet Anh Do,Govind Singh,KO (Head Kick and Punches),1,2:51,,Main card,ONE Warrior Series 9,
W.Atomweight 52 kg,Kristy Obst,Uyen Ha,TKO (Punches),1,2:39,,Main card,ONE Warrior Series 9,
Flyweight 61 kg,Chang-Ho Lee,Micael de Jesus,TKO (Punches),3,2:28,,Main card,ONE Warrior Series 9,
Flyweight 61 kg,Purev Otgonjargal,Tae-Ho Bak,Submission (D'arce Choke),3,3:43,,Main card,ONE Warrior Series 9,
Flyweight 61 kg,Ovais Shah,Asraful Islam,No Contest (Accidental Low Blow),2,0:31,,Main card,ONE Warrior Series 9,
Catchweight 58.5 kg,Toreq,Allan Albindo,Decision (Split),3,5:00,,Main card,ONE Warrior Series 9,
Strawweight 57 kg,Sam-A Gaiyanghadao,Wang Junguang,Decision (Unanimous),5,3:00,For the inaugural ONE Kickboxing Strawweight Championship,Main card,ONE Championship: Mark Of Greatness,
Bantamweight 66 kg,Alaverdi Ramazanov,Zhang Chenglong,Decision (Unanimous),5,3:00,For the inaugural ONE Kickboxing Bantamweight Championship,Main card,ONE Championship: Mark Of Greatness,
W.Atomweight 52 kg,Denice Zamboanga,Jihin Radzuan,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Mark Of Greatness,
Welterweight 84 kg,Agilan Thani,Dante Schiro,Decision (Split),3,5:00,,Main card,ONE Championship: Mark Of Greatness,
Flyweight 61 kg,Reece McLaren,Gurdarshan Mangat,Submission (Rear-Naked Choke),1,4:35,,Main card,ONE Championship: Mark Of Greatness,
Light Heavyweight 102 kg,Andrei Stoica,Anderson Silva,TKO (Punches),1,1:57,Kickboxing,Main card,ONE Championship: Mark Of Greatness,
Strawweight 57 kg,Bokang Masunyane,Ryuto Sawada,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Mark Of Greatness,
Flyweight 61 kg,Elias Mahmoudi,Lerdsila Chumpairtour,Decision (Unanimous),3,3:00,Muay Thai,Preliminary Card,ONE Championship: Mark Of Greatness,
Bantamweight 66 kg,Chen Rui,Muhammad Aiman,Decision (Unanimous),3,5:00,,Preliminary Card,ONE Championship: Mark Of Greatness,
Bantamweight 66 kg,Tial Thang,Woon-Kyoum Kim,Decision (Unanimous),3,5:00,,Preliminary Card,ONE Championship: Mark Of Greatness,
Catchweight 72 kg,Chang-Min Yoon,Rodian Menchaves,Submission (Ninja Choke),2,1:45,,Preliminary Card,ONE Championship: Mark Of Greatness,
Flyweight 61 kg,Taiki Naito,Rui Botelho,Decision (Unanimous),3,3:00,Muay Thai,Preliminary Card,ONE Championship: Mark Of Greatness,
W.Flyweight 61 kg,Rayane Bastos,Sovannahry Em,Submission (Guillotine Choke),1,2:40,,Preliminary Card,ONE Championship: Mark Of Greatness,
Flyweight 61 kg,Zhao Boshi,Huang Shuailu,Decision (Unanimous),3,5:00,Kickboxing,Main card,ONE Hero Series December,
Strawweight 57 kg,Ze Lang Zha Xi,Bu Huo You Ga,Decision (Unanimous),3,5:00,,Main card,ONE Hero Series December,
Flyweight 61 kg,Wei Zi Qin,Wang Jia Le,TKO (Retirement),2,5:00,Muay Thai,Main card,ONE Hero Series December,
Lightweight 77 kg,Zhang Ze Hao,Ayiken Wusaierbabai,TKO (Ground & Pound),3,4:13,,Main card,ONE Hero Series December,
Featherweight 70 kg,Akenbieke Ayijiake,Luo Zhou Jiang Cuo,Decision (Unanimous),3,5:00,,Main card,ONE Hero Series December,
Featherweight 70 kg,Ren Ya Wei,Shang Xi Feng,KO (Punch),3,2:00,Kickboxing,Main card,ONE Hero Series December,
Catchweight 63 kg,Xia Lian Yang,Xia Ming Quan,Decision (Unanimous),3,5:00,,Main card,ONE Hero Series December,
Flyweight 61 kg,Yan Zhi Yuan,Xia Ming Quan,Decision (Unanimous),3,5:00,Kickboxing,Main card,ONE Hero Series December,
Bantamweight 66 kg,Xu Yan Wei,Xie Xiao Hong,TKO (Ground & Pound),3,3:53,,Main card,ONE Hero Series December,
Flyweight 61 kg,Meng Ketuogesi,Zou Jin Bo,Decision (Unanimous),3,5:00,,Main card,ONE Hero Series December,
Strawweight 57 kg,Mo Hao Xiong,Cai Xiong Xiong,Decision (Unanimous),3,5:00,,Main card,ONE Hero Series December,
Flyweight Muay Thai,Phetsukumvit Boybangna,Petchmuangsri Tded99,KO (punches),2,2:36,,Main card,ONE Friday Fights 1,
Catchweight (128 lbs) Muay Thai,Petlampun Muadablampang,Rambong Sor.Terapat,KO (punch),3,1:14,,Main card,ONE Friday Fights 1,
Catchweight (116 lbs) Muay Thai,NumSurin Chor.Ketweena,Khunsuknoi Boomdeksian,KO (punches),1,2:38,,Main card,ONE Friday Fights 1,
Catchweight (113 lbs) Muay Thai,Banluerit Sitwatcharachai,Nuatoranee Jitmuangnon,KO (punches),1,2:38,,Main card,ONE Friday Fights 1,
W.Atomweight Muay Thai,Junior Fairtex,Pancake Kiattongyot,Decision (split),3,3:00,,Main card,ONE Friday Fights 1,
Catchweight (116 lbs) Muay Thai,Maisangkam Sor Yingcharoenkarnchang,Jomhot Charoenmuang,KO (left hook),3,0:42,,Main card,ONE Friday Fights 1,
Bantamweight Muay Thai,Mavlud Tupiev,Alaverdi Ramazanov,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 1,
Lightweight,Vladimir Kanunnikov,Jason Ponet,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 1,
Catchweight (128 lb) Kickboxing,Huo Xiaolong,Seyed Mahdi Zadeh,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 1,
Catchweight (118 lb) Muay Thai,Jomhod AutoMuayThai,Daniel Gyllenberg,TKO (punches and elbows),2,1:05,,Main card,ONE Friday Fights 1,
Welterweight,Salamat Orozakulov,Furqan Cheema,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 1,
Flyweight Muay Thai,Mohammad Sadeghi,Elias Ghazali,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 1,
Flyweight Muay Thai,Phetsukumvit Boybangna,Petchmuangsri Tded99,KO (punches),2,2:36,,Main card,ONE Friday Fights 2,
Catchweight (128 lbs) Muay Thai,Petlampun Muadablampang,Rambong Sor.Terapat,KO (punch),3,1:14,,Main card,ONE Friday Fights 2,
Catchweight (116 lbs) Muay Thai,NumSurin Chor.Ketweena,Khunsuknoi Boomdeksian,KO (punches),1,2:38,,Main card,ONE Friday Fights 2,
Catchweight (113 lbs) Muay Thai,Banluerit Sitwatcharachai,Nuatoranee Jitmuangnon,KO (punches),1,2:38,,Main card,ONE Friday Fights 2,
W.Atomweight Muay Thai,Junior Fairtex,Pancake Kiattongyot,Decision (split),3,3:00,,Main card,ONE Friday Fights 2,
Catchweight (116 lbs) Muay Thai,Maisangkam Sor Yingcharoenkarnchang,Jomhot Charoenmuang,KO (left hook),3,0:42,,Main card,ONE Friday Fights 2,
Bantamweight Muay Thai,Mavlud Tupiev,Alaverdi Ramazanov,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 2,
Lightweight,Vladimir Kanunnikov,Jason Ponet,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 2,
Catchweight (128 lb) Kickboxing,Huo Xiaolong,Seyed Mahdi Zadeh,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 2,
Catchweight (118 lb) Muay Thai,Jomhod AutoMuayThai,Daniel Gyllenberg,TKO (punches and elbows),2,1:05,,Main card,ONE Friday Fights 2,
Welterweight,Salamat Orozakulov,Furqan Cheema,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 2,
Flyweight Muay Thai,Mohammad Sadeghi,Elias Ghazali,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 2,
Flyweight Muay Thai,Phetsukumvit Boybangna,Petchmuangsri Tded99,KO (punches),2,2:36,,Main card,ONE Friday Fights 3,
Catchweight (128 lbs) Muay Thai,Petlampun Muadablampang,Rambong Sor.Terapat,KO (punch),3,1:14,,Main card,ONE Friday Fights 3,
Catchweight (116 lbs) Muay Thai,NumSurin Chor.Ketweena,Khunsuknoi Boomdeksian,KO (punches),1,2:38,,Main card,ONE Friday Fights 3,
Catchweight (113 lbs) Muay Thai,Banluerit Sitwatcharachai,Nuatoranee Jitmuangnon,KO (punches),1,2:38,,Main card,ONE Friday Fights 3,
W.Atomweight Muay Thai,Junior Fairtex,Pancake Kiattongyot,Decision (split),3,3:00,,Main card,ONE Friday Fights 3,
Catchweight (116 lbs) Muay Thai,Maisangkam Sor Yingcharoenkarnchang,Jomhot Charoenmuang,KO (left hook),3,0:42,,Main card,ONE Friday Fights 3,
Bantamweight Muay Thai,Mavlud Tupiev,Alaverdi Ramazanov,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 3,
Lightweight,Vladimir Kanunnikov,Jason Ponet,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 3,
Catchweight (128 lb) Kickboxing,Huo Xiaolong,Seyed Mahdi Zadeh,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 3,
Catchweight (118 lb) Muay Thai,Jomhod AutoMuayThai,Daniel Gyllenberg,TKO (punches and elbows),2,1:05,,Main card,ONE Friday Fights 3,
Welterweight,Salamat Orozakulov,Furqan Cheema,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 3,
Flyweight Muay Thai,Mohammad Sadeghi,Elias Ghazali,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 3,
Flyweight Muay Thai,Phetsukumvit Boybangna,Petchmuangsri Tded99,KO (punches),2,2:36,,Main card,ONE Friday Fights 4,
Catchweight (128 lbs) Muay Thai,Petlampun Muadablampang,Rambong Sor.Terapat,KO (punch),3,1:14,,Main card,ONE Friday Fights 4,
Catchweight (116 lbs) Muay Thai,NumSurin Chor.Ketweena,Khunsuknoi Boomdeksian,KO (punches),1,2:38,,Main card,ONE Friday Fights 4,
Catchweight (113 lbs) Muay Thai,Banluerit Sitwatcharachai,Nuatoranee Jitmuangnon,KO (punches),1,2:38,,Main card,ONE Friday Fights 4,
W.Atomweight Muay Thai,Junior Fairtex,Pancake Kiattongyot,Decision (split),3,3:00,,Main card,ONE Friday Fights 4,
Catchweight (116 lbs) Muay Thai,Maisangkam Sor Yingcharoenkarnchang,Jomhot Charoenmuang,KO (left hook),3,0:42,,Main card,ONE Friday Fights 4,
